id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
CLI002369,Saúl,López,TI,1596378659,1964-07-09,2017-09-01,ESTANDAR,342,Fusagasugá,Bolívar,ACTIVO,APP
CLI002370,León,González,TI,4532007583,1947-04-17,2022-03-28,BASICO,781,Armenia,Meta,ACTIVO,Pagina WEB
CLI002371,Andrés,Serna,CC,74225073,1966-09-07,2022-05-09,ELITE,681,Villavicencio,Cundinamarca,INACTIVO,APP
CLI002372,Milena,Carvajal,TI,1816405576,1975-03-11,2018-05-12,ELITE,528,Cartagena,Cundinamarca,ACTIVO,APP
CLI002373,Oliva,Ortiz,CC,4886816456,1991-09-08,2025-04-25,BASICO,860,Fusagasugá,Atlántico,INACTIVO,OFICINA
CLI002374,Diego,Soto,CE,9437957406,1946-07-26,2018-02-18,PREMIUM,676,Ibagué,Atlántico,ACTIVO,Pagina WEB
CLI002375,Luz,Mejía,CE,7563168393,1965-11-14,2019-05-20,PREMIUM,797,Armenia,Antioquia,INACTIVO,OFICINA
CLI002376,Cristina,Duque,CC,2777598395,1973-03-01,2022-11-22,ESTANDAR,619,Villavicencio,Atlántico,ACTIVO,CORRESPONSAL
CLI002377,Myriam,Amaya,CE,8398494128,1993-11-14,2020-04-01,ELITE,584,Medellín,Quindío,INACTIVO,APP
CLI002378,Eugenia,Forero,CC,4016775369,1964-04-22,2026-08-02,PREMIUM,519,Cali,Tolima,INACTIVO,OFICINA
CLI002379,Paola,Meza,CE,5304607548,1988-08-16,2018-02-02,ESTANDAR,537,Fusagasugá,San Andrés y Providencia,INACTIVO,CORRESPONSAL
CLI002380,Susana,Suárez,CC,9133985890,1957-03-31,2023-09-05,BASICO,307,Cartagena,Valle del Cauca,ACTIVO,APP
CLI002381,Aura,Padilla,CC,9540303831,1949-09-07,2019-04-02,ESTANDAR,907,San Andrés,Antioquia,ACTIVO,APP
CLI002382,Cristina,Perdomo,CE,9059914072,1990-02-09,2018-08-18,ESTANDAR,614,Cartagena,Bolívar,ACTIVO,APP
CLI002383,Juan,González,TI,4405333097,1947-10-22,2026-05-25,BASICO,469,Fusagasugá,Antioquia,ACTIVO,OFICINA
CLI002384,Fabián,Salgado,TI,895946882,1947-09-27,2024-06-23,ESTANDAR,759,Armenia,Tolima,INACTIVO,OFICINA
CLI002385,Carlos,Portilla,CC,9510451001,1983-10-03,2021-12-16,BASICO,846,Armenia,Cundinamarca,INACTIVO,CORRESPONSAL
CLI002386,María,Salas,CC,4250053705,2004-07-13,2022-10-14,ELITE,863,Barranquilla,Antioquia,INACTIVO,APP
CLI002387,María,Osorio,CE,6936888025,1948-05-02,2023-10-19,PREMIUM,485,Armenia,Bolívar,ACTIVO,CORRESPONSAL
CLI002388,Marlon,Betancur,CE,2303225689,1947-08-28,2019-12-14,PREMIUM,364,Cartagena,Antioquia,ACTIVO,CORRESPONSAL
CLI002389,Luis,Rojas,CE,8013563849,1990-12-11,2020-10-23,ESTANDAR,472,Barranquilla,Bolívar,ACTIVO,APP
CLI002390,Andrés,Reyes,CC,4809182662,1961-02-13,2024-06-03,ELITE,590,Villavicencio,Quindío,INACTIVO,Pagina WEB
CLI002391,María,Becerra,TI,9112807795,1966-01-26,2022-06-01,ESTANDAR,597,Medellín,Cundinamarca,INACTIVO,OFICINA
CLI002392,José,Rodríguez,CC,6476291284,1982-04-18,2019-06-01,ELITE,359,Barranquilla,Antioquia,INACTIVO,APP
CLI002393,Fabián,Osorio,CC,9880391423,1960-02-13,2023-08-15,BASICO,925,San Andrés,Valle del Cauca,INACTIVO,CORRESPONSAL
CLI002394,Eliana,Córdoba,CC,51146173,1975-07-15,2025-05-11,PREMIUM,406,Cartagena,Cundinamarca,ACTIVO,Pagina WEB
CLI002395,Alexander,Gutiérrez,TI,8779249884,1997-04-15,2017-07-16,ELITE,708,Armenia,Meta,INACTIVO,Pagina WEB
CLI002396,Marcela,Ayala,CC,6920903592,1963-06-09,2024-11-06,ELITE,674,Armenia,Antioquia,INACTIVO,APP
CLI002397,Marcela,Hernández,TI,6922491111,2002-12-07,2025-02-26,BASICO,770,Armenia,Quindío,INACTIVO,APP
CLI002398,Luz,Hernández,CC,2707769437,1972-05-16,2025-09-09,BASICO,760,Ibagué,Meta,INACTIVO,CORRESPONSAL
CLI002399,John,Durán,TI,973261013,2002-03-12,2022-12-20,ELITE,395,Ibagué,Meta,ACTIVO,CORRESPONSAL
CLI002400,Luz,Díaz,CE,4701690924,1952-01-06,2024-10-21,ELITE,687,Cali,Bolívar,INACTIVO,CORRESPONSAL
CLI002401,María,Chacón,CC,5927057668,1998-01-26,2019-04-15,ELITE,442,Ibagué,Cundinamarca,ACTIVO,CORRESPONSAL
CLI002402,Paola,Sánchez,CC,3866594672,1993-11-14,2017-07-04,ELITE,882,Cali,San Andrés y Providencia,INACTIVO,Pagina WEB
CLI002403,Edgar,Cruz,TI,9567257023,1987-08-29,2024-06-06,ESTANDAR,913,Cali,Bolívar,INACTIVO,Pagina WEB
CLI002404,Elvis,Suárez,TI,7377573825,1950-09-14,2024-07-11,ELITE,577,Ibagué,Bolívar,ACTIVO,CORRESPONSAL
CLI002405,Juan,Bustos,CE,4189771333,1975-04-21,2017-11-15,BASICO,821,Ibagué,Valle del Cauca,ACTIVO,Pagina WEB
CLI002406,Claudia,González,CE,3501363116,1978-12-14,2019-06-23,BASICO,773,Barranquilla,Quindío,ACTIVO,OFICINA
CLI002407,Milton,Hoyos,CC,757786915,1966-04-23,2018-11-21,ESTANDAR,940,Barranquilla,Tolima,ACTIVO,Pagina WEB
CLI002408,Adrián,Serna,CE,1547575682,2004-10-01,2020-11-08,ESTANDAR,733,Barranquilla,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI002409,José,Sánchez,CE,565277236,1955-11-16,2020-03-30,PREMIUM,451,Cali,Quindío,INACTIVO,Pagina WEB
CLI002410,Cecilia,Cárdenas,CC,9629302055,1967-12-04,2022-07-08,ELITE,622,Fusagasugá,San Andrés y Providencia,INACTIVO,Pagina WEB
CLI002411,Linda,Barragán,CC,4740933601,1976-07-26,2021-05-17,PREMIUM,706,Armenia,Cundinamarca,INACTIVO,CORRESPONSAL
CLI002412,María,Ramos,TI,9834952590,1952-11-14,2022-10-27,ESTANDAR,758,Fusagasugá,Antioquia,INACTIVO,Pagina WEB
CLI002413,Angie,Meza,CC,4391401103,1969-07-30,2022-07-15,PREMIUM,594,Fusagasugá,Valle del Cauca,INACTIVO,OFICINA
CLI002414,Enrique,Calderón,TI,8236031127,1998-06-25,2016-10-30,ELITE,759,Bogotá,Cundinamarca,ACTIVO,APP
CLI002415,Jaime,Sánchez,TI,56211466,2001-10-05,2025-07-25,BASICO,680,Villavicencio,Tolima,INACTIVO,OFICINA
CLI002416,Fanny,Martínez,CC,5223532075,1956-07-29,2019-05-04,ESTANDAR,326,Medellín,Cundinamarca,ACTIVO,CORRESPONSAL
CLI002417,Alfonso,Castro,CE,3751167505,2000-01-30,2023-07-15,ESTANDAR,911,Medellín,Atlántico,INACTIVO,Pagina WEB
CLI002418,Virginia,Pérez,CC,1423865443,1951-06-26,2020-11-12,BASICO,624,Armenia,Antioquia,ACTIVO,Pagina WEB
CLI002419,Óscar,Cruz,CC,3738280157,1977-01-28,2018-01-19,PREMIUM,476,Villavicencio,Bolívar,INACTIVO,APP
CLI002420,Fanny,Flórez,CE,5033553661,1946-08-17,2023-10-31,PREMIUM,578,Cartagena,Cundinamarca,INACTIVO,Pagina WEB
CLI002421,David,Suárez,CE,1105628502,1945-08-14,2024-11-04,BASICO,457,San Andrés,Quindío,ACTIVO,OFICINA
CLI002422,Freddy,Guerrero,CC,3857168426,1968-12-12,2021-07-03,BASICO,660,San Andrés,Atlántico,ACTIVO,CORRESPONSAL
CLI002423,Brayan,García,CE,9764415216,1960-10-27,2021-08-18,BASICO,886,Cartagena,Meta,ACTIVO,Pagina WEB
CLI002424,Luis,Martínez,CE,2311132909,1979-07-22,2024-07-19,ELITE,366,Fusagasugá,Quindío,INACTIVO,APP
CLI002425,Elena,Torres,CE,2148957819,1965-06-15,2023-11-10,BASICO,348,Fusagasugá,Antioquia,ACTIVO,Pagina WEB
CLI002426,Amparo,Peña,CC,7401262579,1992-06-05,2017-03-16,ELITE,595,San Andrés,Atlántico,ACTIVO,Pagina WEB
CLI002427,Alexander,Parra,TI,1445012161,1997-07-13,2023-06-12,ESTANDAR,477,Cali,Atlántico,ACTIVO,Pagina WEB
CLI002428,Laura,Muñoz,CE,6586083243,2002-01-23,2026-06-15,ELITE,919,Barranquilla,Antioquia,INACTIVO,OFICINA
CLI002429,Ligia,Caicedo,CE,2187284181,1991-03-18,2025-09-27,PREMIUM,697,Fusagasugá,San Andrés y Providencia,ACTIVO,OFICINA
CLI002430,José,Torres,TI,9553392595,1964-09-16,2017-11-25,BASICO,605,San Andrés,San Andrés y Providencia,ACTIVO,Pagina WEB
CLI002431,Fernanda,Castellanos,TI,1615749530,1989-08-24,2017-10-07,BASICO,573,Ibagué,Cundinamarca,ACTIVO,CORRESPONSAL
CLI002432,Ramón,Vélez,TI,2893434849,2005-07-30,2021-03-17,ESTANDAR,759,Villavicencio,Bolívar,ACTIVO,Pagina WEB
CLI002433,Marleny,Jiménez,CC,9887937890,2007-01-21,2021-11-26,ELITE,683,Fusagasugá,Tolima,ACTIVO,APP
CLI002434,Shirley,González,TI,4331358268,2005-05-29,2022-04-20,BASICO,349,Villavicencio,Cundinamarca,INACTIVO,CORRESPONSAL
CLI002435,Santiago,Montoya,CE,6103611891,1994-05-13,2017-03-27,ELITE,552,Cartagena,Cundinamarca,INACTIVO,CORRESPONSAL
CLI002436,Edgar,Moreno,CC,7671821847,1988-02-22,2021-08-02,PREMIUM,513,San Andrés,Cundinamarca,ACTIVO,Pagina WEB
CLI002437,Julieth,Díaz,CC,2591164952,1967-10-26,2022-01-21,BASICO,711,Cali,Antioquia,ACTIVO,APP
CLI002438,Walter,Contreras,CE,5514129256,1962-12-02,2025-11-09,ELITE,596,Bogotá,Cundinamarca,ACTIVO,Pagina WEB
CLI002439,Carolina,Muñoz,TI,8320283351,1970-10-09,2018-03-06,ELITE,776,Ibagué,Bolívar,ACTIVO,CORRESPONSAL
CLI002440,Luz,Ruiz,CC,9265353287,1989-08-30,2021-08-21,PREMIUM,645,Barranquilla,Bolívar,INACTIVO,OFICINA
CLI002441,Amparo,Carmona,CC,8504698342,1995-05-18,2024-01-28,ESTANDAR,345,Cali,Tolima,ACTIVO,CORRESPONSAL
CLI002442,María,Mejía,TI,5921746470,1987-03-18,2025-02-04,PREMIUM,712,Armenia,Cundinamarca,ACTIVO,Pagina WEB
CLI002443,Inés,Prada,CC,1243930257,1987-08-22,2021-12-24,BASICO,920,Ibagué,Bolívar,ACTIVO,OFICINA
CLI002444,Carolina,Pardo,TI,536181881,1998-08-15,2021-10-25,BASICO,649,Medellín,Quindío,INACTIVO,CORRESPONSAL
CLI002445,Lina,Arenas,CE,3654482870,1983-03-31,2019-05-30,PREMIUM,875,Villavicencio,Valle del Cauca,ACTIVO,OFICINA
CLI002446,Enrique,Jiménez,CC,7508354076,1949-04-04,2025-08-11,BASICO,394,Fusagasugá,Antioquia,INACTIVO,Pagina WEB
CLI002447,Betty,Roa,CC,520814099,1979-12-23,2017-02-18,PREMIUM,933,Cartagena,Quindío,INACTIVO,APP
CLI002448,Fabio,Sánchez,CC,4820190452,1986-01-31,2025-04-02,BASICO,746,Cali,Valle del Cauca,ACTIVO,Pagina WEB
CLI002449,Mercedes,Fonseca,CC,6280162208,1983-10-14,2024-03-25,ELITE,793,Armenia,Quindío,ACTIVO,CORRESPONSAL
CLI002450,Marcos,Rojas,TI,6829233470,1986-11-29,2020-12-29,ESTANDAR,472,Ibagué,Cundinamarca,INACTIVO,Pagina WEB
CLI002451,Andrés,Bernal,CE,2678453398,1970-03-22,2021-04-16,ELITE,320,Ibagué,Bolívar,ACTIVO,OFICINA
CLI002452,Jorge,Díaz,CE,632060914,1983-05-15,2021-10-24,BASICO,847,San Andrés,San Andrés y Providencia,INACTIVO,CORRESPONSAL
CLI002453,Yerson,López,CC,720111453,1975-07-09,2021-03-07,PREMIUM,661,Ibagué,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI002454,Dora,Rojas,CE,2212014966,1949-02-27,2026-07-01,ELITE,746,Medellín,San Andrés y Providencia,INACTIVO,APP
CLI002455,Martha,Ortiz,CE,7514537870,1970-05-15,2019-02-07,ELITE,400,Cartagena,San Andrés y Providencia,INACTIVO,OFICINA
CLI002456,José,Vélez,TI,7920101110,1964-07-25,2022-04-05,ESTANDAR,419,Armenia,Atlántico,ACTIVO,Pagina WEB
CLI002457,Catalina,Trujillo,TI,4811568459,1972-02-05,2024-12-14,PREMIUM,403,Cartagena,Cundinamarca,ACTIVO,OFICINA
CLI002458,Olga,Morales,CC,3736090287,1953-09-12,2024-08-04,PREMIUM,870,Fusagasugá,Bolívar,ACTIVO,CORRESPONSAL
CLI002459,Amparo,Castellanos,CC,7822401056,1977-11-22,2024-09-05,BASICO,759,Armenia,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI002460,María,Muñoz,TI,6152749960,1994-11-14,2023-03-28,ELITE,905,Bogotá,Cundinamarca,ACTIVO,APP
CLI002461,Yolanda,Moreno,CC,5114614764,1959-05-18,2021-04-21,PREMIUM,647,Fusagasugá,Atlántico,INACTIVO,OFICINA
CLI002462,Amalia,Moreno,TI,9418681413,1955-10-16,2023-01-13,BASICO,426,Barranquilla,Quindío,ACTIVO,Pagina WEB
CLI002463,Clara,Bautista,TI,480101796,1955-10-10,2017-12-14,PREMIUM,393,Medellín,Bolívar,INACTIVO,Pagina WEB
CLI002464,Olga,Montoya,CC,3030621974,1991-06-29,2022-08-20,PREMIUM,608,Cartagena,Antioquia,INACTIVO,Pagina WEB
CLI002465,Ana,Castro,CC,4163826006,1953-06-04,2018-04-29,BASICO,677,Cartagena,Cundinamarca,INACTIVO,CORRESPONSAL
CLI002466,Alexander,Meneses,TI,6422480169,1975-06-17,2019-01-05,ELITE,667,Medellín,Tolima,INACTIVO,APP
CLI002467,Álvaro,López,CC,8816247013,1951-02-19,2020-10-12,ESTANDAR,680,Fusagasugá,Quindío,ACTIVO,OFICINA
CLI002468,Fredy,Rojas,CC,8189832138,1961-04-18,2026-07-02,BASICO,796,Cali,Bolívar,INACTIVO,OFICINA
CLI002469,María,Gómez,TI,7839337177,1996-08-29,2019-09-01,ELITE,336,San Andrés,Bolívar,INACTIVO,CORRESPONSAL
CLI002470,Gabriel,López,TI,96894425,1974-01-25,2021-10-11,ELITE,788,Ibagué,Meta,INACTIVO,Pagina WEB
CLI002471,Ricardo,González,TI,6501709273,1982-01-28,2018-10-12,BASICO,882,Ibagué,Antioquia,INACTIVO,CORRESPONSAL
CLI002472,Ismael,Vargas,CC,1073635738,2001-05-22,2022-02-20,ESTANDAR,490,Bogotá,Quindío,INACTIVO,Pagina WEB
CLI002473,Valentina,Gil,CC,7642825809,1974-05-20,2017-03-07,BASICO,891,Armenia,Meta,ACTIVO,OFICINA
CLI002474,Viviana,Parra,CC,3687233479,1985-05-04,2018-04-04,PREMIUM,369,Medellín,Atlántico,INACTIVO,OFICINA
CLI002475,Jairo,Maldonado,CE,8508253291,1959-09-13,2017-07-11,PREMIUM,398,San Andrés,Valle del Cauca,INACTIVO,OFICINA
CLI002476,Carlos,Bautista,CC,1351927790,1950-07-16,2024-08-18,ESTANDAR,748,Medellín,Valle del Cauca,INACTIVO,APP
CLI002477,Edilson,Hernández,CC,3794639889,1972-03-24,2022-07-16,ESTANDAR,589,Medellín,Tolima,INACTIVO,OFICINA
CLI002478,Leidy,Burbano,CC,9317801958,1982-04-21,2022-07-22,BASICO,741,Bogotá,Cundinamarca,INACTIVO,APP
CLI002479,Jhon,Rojas,CE,3099543976,1993-07-14,2016-12-29,ELITE,780,Barranquilla,Antioquia,INACTIVO,APP
CLI002480,Daniel,Angarita,CC,6433544151,1951-06-07,2018-10-19,ESTANDAR,615,Medellín,Atlántico,INACTIVO,Pagina WEB
CLI002481,Dora,Ochoa,TI,7571048460,1955-05-10,2026-03-06,ELITE,632,Barranquilla,Antioquia,INACTIVO,APP
CLI002482,Mónica,Granados,CE,8213445476,1989-06-11,2020-04-02,ELITE,711,Barranquilla,Valle del Cauca,ACTIVO,Pagina WEB
CLI002483,Martha,Loaiza,CC,983555255,1972-02-04,2021-03-27,PREMIUM,350,Medellín,Bolívar,INACTIVO,Pagina WEB
CLI002484,Wilmar,Delgado,CE,3679643258,1948-08-03,2019-11-22,BASICO,612,Fusagasugá,Meta,INACTIVO,CORRESPONSAL
CLI002485,Marcela,Pineda,CC,7565978060,1994-07-09,2019-03-06,ELITE,925,Barranquilla,Antioquia,INACTIVO,OFICINA
CLI002486,Nataly,Sánchez,TI,4085840436,2004-03-05,2021-05-19,PREMIUM,815,Cali,San Andrés y Providencia,ACTIVO,Pagina WEB
CLI002487,Luis,Barreto,CE,287360854,1947-04-20,2018-01-17,ESTANDAR,409,Fusagasugá,Quindío,ACTIVO,APP
CLI002488,Luz,López,TI,8946664117,1955-06-04,2022-06-04,ELITE,705,Armenia,Meta,INACTIVO,Pagina WEB
CLI002489,Adriana,Sandoval,TI,7876346809,1959-05-04,2019-12-22,ESTANDAR,739,Ibagué,San Andrés y Providencia,INACTIVO,OFICINA
CLI002490,Yaneth,Vélez,CE,9881572089,1951-01-09,2022-04-06,ELITE,799,Fusagasugá,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI002491,Gloria,Jiménez,CC,3323339685,1987-10-16,2021-10-06,ELITE,604,Fusagasugá,Cundinamarca,ACTIVO,APP
CLI002492,Luis,Gómez,TI,816000655,1979-08-15,2023-02-16,PREMIUM,905,San Andrés,Meta,ACTIVO,APP
CLI002493,Jorge,Velásquez,CC,5166703359,1955-09-10,2020-09-10,ELITE,666,San Andrés,Quindío,INACTIVO,Pagina WEB
CLI002494,Laura,Parra,CE,4775194690,2006-02-17,2025-05-31,ELITE,382,San Andrés,Atlántico,ACTIVO,CORRESPONSAL
CLI002495,Alfonso,Luna,TI,5775706254,1977-11-05,2025-06-24,BASICO,826,Ibagué,Atlántico,INACTIVO,APP
CLI002496,Patricia,Guzmán,CE,9545312082,1965-07-28,2024-08-04,ESTANDAR,916,Cali,Bolívar,ACTIVO,APP
CLI002497,Javier,Rojas,CC,4696612759,1989-07-14,2020-07-12,BASICO,811,Medellín,Meta,ACTIVO,OFICINA
CLI002498,Ana,Acosta,CC,5573514529,1995-04-16,2020-07-27,ESTANDAR,744,Ibagué,Tolima,ACTIVO,APP
CLI002499,Alicia,Guerrero,CE,9515115668,1992-05-26,2022-04-24,PREMIUM,564,Fusagasugá,Cundinamarca,INACTIVO,CORRESPONSAL
CLI002500,Luisa,Hernández,CE,940602847,1963-10-11,2026-05-22,ESTANDAR,558,Fusagasugá,Atlántico,ACTIVO,Pagina WEB
CLI002501,Leonardo,Torres,TI,5298913823,1972-11-03,2024-06-09,ELITE,697,Cartagena,Bolívar,ACTIVO,APP
CLI002502,Mauricio,Cardona,TI,599310962,1949-06-13,2023-07-07,ELITE,519,Cartagena,Tolima,ACTIVO,APP
CLI002503,Alba,Vanegas,CE,3118743298,1995-09-27,2020-01-04,ELITE,759,Bogotá,Quindío,INACTIVO,APP
CLI002504,Israel,García,CE,3579399071,1967-03-07,2022-09-26,ELITE,751,Cali,Valle del Cauca,ACTIVO,APP
CLI002505,José,Triana,TI,8004586097,1999-08-09,2020-03-01,ESTANDAR,320,Bogotá,Meta,INACTIVO,CORRESPONSAL
CLI002506,Esther,Rincón,CE,34557786,1981-06-12,2018-11-22,PREMIUM,317,Ibagué,Quindío,ACTIVO,OFICINA
CLI002507,Andrea,Murillo,TI,328594202,1979-06-23,2025-06-16,ELITE,426,Villavicencio,Antioquia,ACTIVO,OFICINA
CLI002508,Diana,Moreno,TI,1949750210,1949-01-20,2023-07-29,PREMIUM,376,Armenia,Quindío,ACTIVO,CORRESPONSAL
CLI002509,Gilma,Martínez,TI,1629485489,1979-11-14,2026-04-03,PREMIUM,909,Armenia,Meta,ACTIVO,OFICINA
CLI002510,María,Nieto,TI,1067362005,1950-05-15,2023-08-04,ESTANDAR,494,Bogotá,San Andrés y Providencia,INACTIVO,Pagina WEB
CLI002511,Amanda,Orjuela,CE,8610191139,1985-11-14,2017-06-06,BASICO,676,Fusagasugá,Cundinamarca,INACTIVO,APP
CLI002512,María,González,TI,116252835,1985-10-28,2018-10-15,PREMIUM,372,San Andrés,San Andrés y Providencia,INACTIVO,Pagina WEB
CLI002513,Luis,Rincón,TI,8391766436,2005-05-29,2020-03-28,ELITE,445,Barranquilla,Valle del Cauca,INACTIVO,OFICINA
CLI002514,Karina,Henao,CC,6575147087,1976-04-14,2024-07-14,PREMIUM,313,Cartagena,Antioquia,ACTIVO,CORRESPONSAL
CLI002515,Manuel,Barbosa,CC,2039958830,2006-02-24,2024-11-26,PREMIUM,926,Cali,San Andrés y Providencia,INACTIVO,CORRESPONSAL
CLI002516,Karol,Gómez,CE,7706005730,1959-06-11,2024-03-29,PREMIUM,837,Cali,Meta,INACTIVO,Pagina WEB
CLI002517,Patricia,Guerra,CE,7212539632,2005-10-16,2017-03-29,ELITE,385,Medellín,Antioquia,ACTIVO,OFICINA
CLI002518,Luz,Romero,CC,2531448452,1997-06-20,2017-04-25,ELITE,681,Armenia,Cundinamarca,INACTIVO,OFICINA
CLI002519,Jorge,Hoyos,CC,5588961613,1987-08-01,2019-01-21,ESTANDAR,808,Cali,Atlántico,ACTIVO,CORRESPONSAL
CLI002520,Alexis,Camacho,CE,6724476253,1957-03-27,2023-02-07,ESTANDAR,329,Cali,Valle del Cauca,INACTIVO,OFICINA
CLI002521,Lida,Gómez,CE,3833455307,1967-06-24,2018-02-12,PREMIUM,440,Villavicencio,Antioquia,ACTIVO,OFICINA
CLI002522,Judith,Monroy,CE,1715436450,1947-03-12,2023-04-30,BASICO,580,Cali,Bolívar,INACTIVO,Pagina WEB
CLI002523,César,Ramírez,TI,7242566183,1967-09-13,2017-12-31,ELITE,739,Villavicencio,Bolívar,ACTIVO,OFICINA
CLI002524,María,Niño,TI,8234484967,2003-06-13,2020-12-24,ESTANDAR,789,Fusagasugá,Quindío,INACTIVO,CORRESPONSAL
CLI002525,María,González,TI,3538911567,1948-01-29,2017-04-05,ESTANDAR,619,Villavicencio,Valle del Cauca,ACTIVO,OFICINA
CLI002526,Antonio,Medina,CC,5434403320,2000-03-17,2019-08-27,PREMIUM,428,San Andrés,Tolima,ACTIVO,CORRESPONSAL
CLI002527,Paola,Barreto,CE,1790308475,2002-09-30,2022-07-30,BASICO,703,Fusagasugá,Bolívar,INACTIVO,Pagina WEB
CLI002528,Omar,Álvarez,TI,7863462317,1967-08-19,2025-07-06,PREMIUM,792,Ibagué,Cundinamarca,INACTIVO,Pagina WEB
CLI002529,Sandra,Martínez,CC,3643562334,1955-10-19,2024-04-13,ELITE,835,Medellín,Cundinamarca,ACTIVO,CORRESPONSAL
CLI002530,Ana,Reyes,CC,2172346875,1957-12-07,2023-11-12,ELITE,402,San Andrés,Cundinamarca,INACTIVO,Pagina WEB
CLI002531,Carolina,Navarro,CE,5927667714,1998-02-13,2026-04-25,ELITE,442,Cali,Meta,ACTIVO,APP
CLI002532,María,Meneses,CC,6899085447,1989-08-17,2020-06-13,ELITE,396,Bogotá,Quindío,INACTIVO,Pagina WEB
CLI002533,Aníbal,Méndez,TI,6834474604,1974-02-01,2019-03-10,ESTANDAR,642,Cali,Valle del Cauca,ACTIVO,OFICINA
CLI002534,Hernando,Ortiz,CC,7447492547,1999-05-27,2024-12-11,PREMIUM,419,Barranquilla,Bolívar,ACTIVO,OFICINA
CLI002535,Vilma,Rivera,CE,8812820530,1945-09-12,2022-03-04,BASICO,846,San Andrés,Atlántico,INACTIVO,OFICINA
CLI002536,María,Rodríguez,CC,6047282563,1947-07-12,2026-05-06,PREMIUM,358,San Andrés,Valle del Cauca,INACTIVO,OFICINA
CLI002537,Eliana,Barrios,CE,2656695149,1963-07-13,2026-02-10,ESTANDAR,395,Barranquilla,Antioquia,INACTIVO,OFICINA
CLI002538,Rubén,Barrios,CE,584497704,1996-04-21,2022-07-04,ELITE,914,Barranquilla,Cundinamarca,ACTIVO,OFICINA
CLI002539,Paola,Rodríguez,CE,3831724127,1986-05-14,2019-01-24,PREMIUM,814,Fusagasugá,Antioquia,INACTIVO,Pagina WEB
CLI002540,Rosa,Miranda,TI,4034224717,1947-07-29,2023-12-27,PREMIUM,652,Bogotá,San Andrés y Providencia,INACTIVO,OFICINA
CLI002541,Jorge,Contreras,CC,8093341603,1964-05-12,2021-03-23,BASICO,532,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI002542,Franco,Acosta,CE,1442118541,1987-10-11,2018-08-25,ESTANDAR,585,Cali,Cundinamarca,INACTIVO,Pagina WEB
CLI002543,Antonio,Torres,CC,4807413647,1993-01-06,2024-12-28,PREMIUM,433,Armenia,Meta,INACTIVO,OFICINA
CLI002544,Andrés,Bedoya,CC,7835360541,1976-06-27,2024-02-20,BASICO,333,San Andrés,Quindío,ACTIVO,Pagina WEB
CLI002545,Nilson,Castrillón,TI,7824168670,1969-09-13,2017-05-13,ELITE,908,Armenia,Quindío,ACTIVO,Pagina WEB
CLI002546,Concepción,Gómez,CC,1469175625,2000-06-21,2021-04-08,BASICO,405,Villavicencio,Valle del Cauca,ACTIVO,APP
CLI002547,Carmen,Aguirre,TI,7153391365,1960-10-26,2020-06-08,ESTANDAR,915,Cali,Quindío,INACTIVO,OFICINA
CLI002548,Sandra,Zambrano,CC,3048634784,1983-01-09,2016-08-31,PREMIUM,684,Ibagué,Quindío,ACTIVO,CORRESPONSAL
CLI002549,Emerson,Pérez,CE,869536048,1948-02-03,2023-09-05,BASICO,368,Villavicencio,Meta,INACTIVO,APP
CLI002550,Ramiro,Mora,TI,1930952176,2002-12-02,2019-10-31,BASICO,346,Fusagasugá,Atlántico,ACTIVO,OFICINA
CLI002551,Lady,Ávila,CE,4345518871,1979-08-10,2025-03-16,BASICO,648,Barranquilla,Quindío,INACTIVO,CORRESPONSAL
CLI002552,Armando,González,TI,5826796545,1982-09-25,2024-04-16,ELITE,700,Armenia,Quindío,ACTIVO,APP
CLI002553,Natalia,Duarte,TI,9428274929,1951-12-07,2017-10-01,BASICO,727,Cartagena,Atlántico,ACTIVO,CORRESPONSAL
CLI002554,Johanna,Calderón,TI,4524667058,1987-07-06,2023-07-21,ELITE,403,Bogotá,Tolima,INACTIVO,APP
CLI002555,Leonardo,Herrera,CE,6885769784,1955-12-06,2018-11-03,ELITE,688,San Andrés,San Andrés y Providencia,INACTIVO,OFICINA
CLI002556,Mauricio,Contreras,CE,9300822326,2001-09-25,2024-09-02,ESTANDAR,501,San Andrés,Valle del Cauca,ACTIVO,Pagina WEB
CLI002557,Humberto,Valencia,CE,7729309059,1949-07-04,2026-02-05,ESTANDAR,319,Cartagena,Quindío,ACTIVO,OFICINA
CLI002558,Manuel,Rodríguez,CC,1746227875,1951-11-29,2026-07-23,ELITE,846,Armenia,Cundinamarca,INACTIVO,Pagina WEB
CLI002559,Antonio,Muñoz,CE,7399133571,1954-08-07,2021-01-23,ELITE,422,Barranquilla,Atlántico,INACTIVO,OFICINA
CLI002560,Blanca,Salazar,CE,7365333868,1977-11-08,2020-08-02,PREMIUM,753,Armenia,Meta,ACTIVO,OFICINA
CLI002561,Gilberto,Espinosa,CC,1910200582,1957-01-23,2018-11-05,BASICO,403,Medellín,Tolima,ACTIVO,APP
